sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
"nature in longview 27",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Impressionistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Watercolor,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Study Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone</span></p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,,,,,/n/a/nature_at_longview_27.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_27.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_27.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_27.jpg,,"2/14/19, 11:39 AM","11/6/21, 10:31 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""8000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/n/a/nature_at_longview_27.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",,,,,,,,,,,
"nature in longview 28",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Impressionistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Watercolor,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,nature-in-longview-28,,,,/n/a/nature_at_longview_28.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_28.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_28.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_28.jpg,,"2/14/19, 11:40 AM","5/11/22, 5:11 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""8000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/n/a/nature_at_longview_28.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",,,,,,,,,,,
"nature in longview 29",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Impressionistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Watercolor,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Study Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone</span></p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,nature-in-longview-29,,,,/n/a/nature_at_longview_29.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_29.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_29.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_29.jpg,,"2/14/19, 11:42 AM","6/12/24, 10:32 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""25000"",jd_trends_artist=""2"",prirority=""8""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/n/a/nature_at_longview_29.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",,,,,,,,,,,
"nature in longview 30",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Impressionistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Watercolor,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone</span></p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,,,,,/n/a/nature_at_longview_30.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_30.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_30.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",/n/a/nature_at_longview_30.jpg,,"2/14/19, 11:43 AM","11/6/21, 10:31 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""25000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/n/a/nature_at_longview_30.jpg,"watercolor painting,Vibrant watercolor paintings on high quality canvas creates a wow factor to our walls and brings the look and feel of the original rich tone",,,,,,,,,,,
"The dancer",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Paintings/Indian Paintings/Folk Art Paintings,Default Category/Paintings/Indian Paintings/Traditional Art,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p>realistic art in unique style to redefine the appearance of your wall</p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,the-dancer,,,,/i/m/image1_5_.jpeg,"realistic painting,realistic art in unique style to redefine the appearance of your wall",/i/m/image1_5_.jpeg,"realistic painting,realistic art in unique style to redefine the appearance of your wall",/i/m/image1_5_.jpeg,"realistic painting,realistic art in unique style to redefine the appearance of your wall",/i/m/image1_5_.jpeg,,"3/5/19, 3:23 AM","6/6/24, 4:18 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"room=""Study Room"",medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10,000"",jd_trends_artist=""2"",prirority=""6""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/m/image1_5_.jpeg,"realistic painting,realistic art in unique style to redefine the appearance of your wall",,,,,,,,,,,
"Landscape Waterfall",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Office,Default Category/Room by View/Study Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p>realistic art in unique style to redefine the appearance of your wall</p>",1.0000,1,"Taxable Goods",Catalog,,,,,landscape-waterfall,,,,/b/l/blue_mountain.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",/b/l/blue_mountain.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",/b/l/blue_mountain.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",/b/l/blue_mountain.png,,"3/7/19, 2:03 PM","5/12/22, 1:33 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""4""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/l/blue_mountain.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",,,,,,,,,,,
Sightseeing,,admin,simple,"Default Category/Paintings/Style/Realistic,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Portrait Paintings/Children Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p>realistic art in unique style to redefine the appearance of your wall</p>",1.0000,1,"Taxable Goods",Catalog,,,,,sightseeing,,,,/s/i/sightseeing.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",/s/i/sightseeing.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",/s/i/sightseeing.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",/s/i/sightseeing.png,,"3/7/19, 2:06 PM","8/23/22, 12:37 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/i/sightseeing.png,"realistic art,realistic art in unique style to redefine the appearance of your wall",,,,,,,,,,,
"The Force",,admin,simple,"Default Category/Paintings/Style/Realistic,Default Category/Paintings/Animals, Birds Paintings,Default Category/Paintings/Animals, Birds Paintings/Running Horse Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p>realistic art in unique style to redefine the appearance of your wall</p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,the-force,,,,/t/h/the_force.png,,/t/h/the_force.png,,/t/h/the_force.png,,/t/h/the_force.png,,"3/7/19, 2:07 PM","8/24/22, 3:44 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""4""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/t/h/the_force.png,,,,,,,,,,,,
"The Forest",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p>nature art in unique style to redefine the appearance of your wall</p>",1.0000,1,"Taxable Goods",Catalog,,,,,the-forest,,,,/t/h/the_forest_1.png,"nature art,nature art in unique style to redefine the appearance of your wall",/t/h/the_forest_1.png,"nature art,nature art in unique style to redefine the appearance of your wall",/t/h/the_forest_1.png,"nature art,nature art in unique style to redefine the appearance of your wall",/t/h/the_forest_1.png,,"3/7/19, 2:10 PM","5/12/22, 1:52 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/t/h/the_forest_1.png,"nature art,nature art in unique style to redefine the appearance of your wall",,,,,,,,,,,
"The Waves",,admin,simple,"Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Office,Default Category/Room by View/Study Room View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Room by View",base,,,"<p>nature art in unique style to redefine the appearance of your wall</p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,the-waves,,,,/t/h/the_waves.png,"realistic art,nature art in unique style to redefine the appearance of your wall",/t/h/the_waves.png,"realistic art,nature art in unique style to redefine the appearance of your wall",/t/h/the_waves.png,"realistic art,nature art in unique style to redefine the appearance of your wall",/t/h/the_waves.png,,"3/7/19, 2:13 PM","6/12/24, 10:32 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""8""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/t/h/the_waves.png,"realistic art,nature art in unique style to redefine the appearance of your wall",,,,,,,,,,,
"Families United",,admin,simple,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art,Default Category,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Style/Surrealism,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,families-united,,,,/f/a/families_united.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/f/a/families_united.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/f/a/families_united.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/f/a/families_united.jpeg,,"3/7/19, 7:05 PM","8/31/22, 1:33 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""6""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/f/a/families_united.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",,,,,,,,,,,
"mermaid with baby 1",,admin,simple,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art,Default Category,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Style/Surrealism,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,mermaid-with-baby-1,,,,/m/e/mermaid_with_baby1.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/m/e/mermaid_with_baby1.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/m/e/mermaid_with_baby1.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/m/e/mermaid_with_baby1.jpeg,,"3/7/19, 7:05 PM","4/30/22, 12:34 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""4""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/m/e/mermaid_with_baby1.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",,,,,,,,,,,
"mermaid with baby 2",,admin,simple,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Style/Surrealism,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,mermaid-with-baby-2,,,,/m/e/mermaid_with_baby2.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/m/e/mermaid_with_baby2.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/m/e/mermaid_with_baby2.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/m/e/mermaid_with_baby2.jpeg,,"3/7/19, 7:07 PM","6/12/24, 10:33 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""8""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/m/e/mermaid_with_baby2.jpeg,"abstract art,An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",,,,,,,,,,,
